1,1,867,145,236,635,1,1,1.0
2,1,870,146,228,633,1,1,1.0
3,1,873,148,220,630,1,1,1.0
4,1,877,150,212,627,1,1,1.0
5,1,880,148,204,628,1,1,1.0
6,1,884,147,196,628,1,1,1.0
7,1,888,146,187,628,1,1,1.0
8,1,892,145,179,629,1,1,1.0
9,1,885,145,183,632,1,1,1.0
10,1,879,146,186,634,1,1,1.0
11,1,873,147,190,636,1,1,1.0
12,1,867,147,193,639,1,1,1.0
13,1,861,148,197,641,1,1,1.0
14,1,855,149,200,643,1,1,1.0
15,1,849,150,204,645,1,1,1.0
16,1,844,153,206,651,1,1,1.0
17,1,839,157,208,657,1,1,1.0
18,1,835,161,209,663,1,1,1.0
1,2,-33,10,385,1122,1,1,0.86969
2,2,-64,-5,408,1139,1,1,0.79681
3,2,-95,-20,431,1156,1,1,0.72602
4,2,-125,-35,453,1174,1,1,0.66405
5,2,-136,-36,443,1178,1,1,0.63338
6,2,-146,-37,432,1182,1,1,0.603
7,2,-156,-38,421,1186,1,1,0.57136
8,2,-167,-39,411,1190,1,1,0.53704
9,2,-177,-39,401,1194,1,1,0.50359
10,2,-187,-40,390,1198,1,1,0.46765
11,2,-198,-41,380,1202,1,1,0.42885
12,2,-208,-42,369,1206,1,1,0.38935
13,2,-218,-43,358,1210,1,1,0.34779
1,3,397,270,117,327,1,1,1.0
2,3,397,270,117,327,1,1,1.0
3,3,389,267,116,331,1,1,1.0
4,3,381,265,116,334,1,1,1.0
5,3,373,262,116,338,1,1,1.0
6,3,365,260,116,341,1,1,1.0
7,3,357,258,116,344,1,1,1.0
8,3,350,260,120,346,1,1,1.0
9,3,343,262,124,349,1,1,1.0
10,3,336,264,128,351,1,1,1.0
11,3,329,266,133,354,1,1,1.0
12,3,326,268,134,356,1,1,1.0
13,3,323,270,135,359,1,1,1.0
14,3,320,272,137,362,1,1,1.0
15,3,317,274,138,365,1,1,1.0
16,3,314,276,139,368,1,1,1.0
17,3,311,278,141,371,1,1,1.0
18,3,308,280,142,374,1,1,1.0
1,4,546,272,103,317,1,1,1.0
2,4,540,270,103,321,1,1,1.0
3,4,535,268,103,325,1,1,1.0
4,4,530,267,102,329,1,1,1.0
