1,1,1368,394,74,226,1,1,1.0
2,1,1366,394,75,229,1,1,1.0
3,1,1365,394,76,232,1,1,1.0
4,1,1363,394,77,235,1,1,1.0
5,1,1362,394,78,238,1,1,1.0
6,1,1360,394,79,241,1,1,1.0
7,1,1359,395,80,243,1,1,1.0
8,1,1357,395,81,246,1,1,1.0
9,1,1356,396,82,248,1,1,1.0
10,1,1359,399,80,246,1,1,1.0
11,1,1362,402,78,244,1,1,1.0
12,1,1364,399,82,251,1,1,1.0
13,1,1366,396,86,258,1,1,1.0
14,1,1367,396,87,261,1,1,1.0
15,1,1369,396,87,265,1,1,1.0
16,1,1370,396,88,268,1,1,1.0
17,1,1372,396,88,272,1,1,1.0
18,1,1369,400,86,271,1,1,1.0
19,1,1367,405,83,269,1,1,1.0
1,2,1478,418,74,176,1,1,1.0
2,2,1471,419,74,176,1,1,1.0
3,2,1465,420,74,176,1,1,1.0
4,2,1458,421,74,176,1,1,1.0
5,2,1452,422,74,176,1,1,1.0
6,2,1446,423,74,176,1,1,1.0
7,2,1440,424,74,176,1,1,1.0
8,2,1434,425,74,176,1,1,0.93333
9,2,1428,426,74,176,1,1,0.85333
10,2,1427,427,71,176,1,1,0.81944
11,2,1426,429,68,175,1,1,0.78261
12,2,1415,429,71,176,1,1,0.55556
13,2,1404,430,74,176,1,1,0.34667
14,2,1398,431,74,176,1,1,0.24
15,2,1392,432,74,176,1,1,0.13333
16,2,1386,433,74,176,1,1,0.026667
17,2,1380,434,74,176,1,1,0.0
18,2,1374,435,74,176,1,1,0.0
19,2,1368,436,74,176,1,1,0.0
1,3,680,407,67,199,1,1,1.0
2,3,672,408,71,202,1,1,1.0
3,3,664,410,75,205,1,1,1.0
4,3,656,412,79,207,1,1,1.0
5,3,648,414,84,210,1,1,1.0
6,3,643,415,84,210,1,1,1.0
7,3,638,416,85,211,1,1,1.0
8,3,633,417,85,211,1,1,1.0
9,3,628,418,86,212,1,1,1.0
10,3,622,422,87,207,1,1,1.0
11,3,617,426,88,203,1,1,1.0
12,3,611,423,90,209,1,1,1.0
13,3,606,420,92,216,1,1,1.0
14,3,601,421,92,216,1,1,1.0
15,3,596,422,93,217,1,1,1.0
16,3,591,423,93,217,1,1,1.0
17,3,586,424,94,218,1,1,1.0
18,3,574,425,95,219,1,1,1.0
19,3,563,427,95,219,1,1,1.0
1,4,1232,412,36,112,1,1,1.0
