1,1,1368,394,74,226,1,1,1.0
2,1,1366,394,75,229,1,1,1.0
1,2,1478,418,74,176,1,1,1.0
2,2,1471,419,74,176,1,1,1.0
1,3,680,407,67,199,1,1,1.0
2,3,672,408,71,202,1,1,1.0
1,4,1232,412,36,112,1,1,1.0
2,4,1223,411,39,115,1,1,1.0
1,5,470,432,72,176,1,1,1.0
2,5,464,431,73,177,1,1,1.0
1,6,730,421,55,173,1,1,0.67857
2,6,721,421,58,176,1,1,0.61017
1,8,550,436,60,170,1,1,1.0
2,8,544,436,61,170,1,1,1.0
1,12,960,416,39,110,1,1,0.82342
2,12,955,417,39,110,1,1,0.82342
1,13,1170,418,38,104,1,1,1.0
2,13,1164,420,38,104,1,1,1.0
1,15,590,427,55,177,1,1,0.64396
2,15,585,427,55,178,1,1,0.64385
1,18,1112,418,32,81,1,1,1.0
2,18,1108,418,30,81,1,1,1.0
1,19,893,463,83,58,0,10,0.79762
2,19,888,464,84,58,0,10,0.78824
1,20,-109,369,474,374,0,3,0.76842
2,20,-116,369,472,374,0,3,0.75264
1,21,992,429,110,269,0,10,1.0
2,21,987,430,112,270,0,10,1.0
1,22,398,435,28,69,1,1,0.62857
2,22,388,434,28,69,1,1,0.61429
1,23,635,426,52,137,1,1,0.64301
2,23,631,426,52,137,1,1,0.58627
1,26,1196,418,28,94,1,1,0.55172
2,26,1189,418,29,95,1,1,0.54306
1,27,843,426,20,67,1,1,0.7395
2,27,836,427,20,67,1,1,0.73529
1,28,825,433,21,57,1,1,0.63636
2,28,818,433,21,57,1,1,0.63636
1,38,858,432,21,71,1,1,1.0
2,38,851,432,21,71,1,1,1.0
1,39,809,429,19,61,1,1,0.8129
2,39,802,429,19,62,1,1,1.0
1,40,780,427,21,67,1,1,0.72727
2,40,773,426,21,68,1,1,0.68182
1,58,1226,268,559,241,0,10,0.83117
2,58,1222,268,559,241,0,10,0.8284
1,60,370,479,164,73,0,10,0.60606
2,60,361,477,166,74,0,10,0.61677
1,61,1594,423,41,107,0,7,1.0
2,61,1589,423,41,107,0,7,1.0
