1,1,1363,569,103,241,1,1,0.86014
2,1,1362,568,103,241,1,1,0.86173
3,1,1362,568,103,241,1,1,0.86173
4,1,1362,568,103,241,1,1,0.86173
5,1,1362,568,103,241,1,1,0.86173
6,1,1362,568,103,241,1,1,0.86173
7,1,1362,568,103,241,1,1,0.86173
8,1,1362,568,103,241,1,1,0.86173
9,1,1362,568,103,241,1,1,0.86173
10,1,1362,568,103,241,1,1,0.86173
11,1,1362,568,103,241,1,1,0.86173
12,1,1362,568,103,241,1,1,0.86173
13,1,1362,568,103,241,1,1,0.86173
14,1,1362,568,103,241,1,1,0.86173
15,1,1362,568,103,241,1,1,0.86173
16,1,1362,568,103,241,1,1,0.86173
17,1,1362,568,103,241,1,1,0.86173
18,1,1362,568,103,241,1,1,0.86173
1,2,371,410,80,239,1,1,1.0
2,2,371,408,80,239,1,1,1.0
3,2,372,407,80,239,1,1,1.0
4,2,372,406,81,239,1,1,1.0
5,2,373,405,81,239,1,1,1.0
6,2,373,404,82,238,1,1,1.0
7,2,374,403,81,238,1,1,1.0
8,2,374,402,82,238,1,1,1.0
9,2,375,401,82,238,1,1,1.0
10,2,375,400,83,237,1,1,1.0
11,2,376,399,83,237,1,1,1.0
12,2,377,397,82,238,1,1,1.0
13,2,377,396,83,238,1,1,1.0
14,2,378,395,83,237,1,1,1.0
15,2,378,394,84,237,1,1,1.0
16,2,379,393,84,237,1,1,1.0
17,2,379,392,84,237,1,1,1.0
18,2,380,391,84,236,1,1,1.0
1,3,103,549,83,251,1,1,1.0
2,3,102,549,83,250,1,1,1.0
3,3,102,549,83,250,1,1,1.0
4,3,102,549,83,250,1,1,1.0
5,3,102,549,83,250,1,1,1.0
6,3,102,549,83,250,1,1,1.0
7,3,102,549,83,250,1,1,1.0
8,3,102,549,83,250,1,1,1.0
9,3,102,549,83,250,1,1,1.0
10,3,102,549,83,250,1,1,1.0
11,3,102,549,83,250,1,1,1.0
12,3,102,549,83,250,1,1,1.0
13,3,102,549,83,250,1,1,1.0
14,3,102,549,83,250,1,1,1.0
15,3,102,549,83,250,1,1,1.0
16,3,102,549,83,250,1,1,1.0
17,3,102,549,83,250,1,1,1.0
18,3,102,549,83,250,1,1,1.0
1,4,1734,457,76,213,1,1,0.98386
2,4,1733,457,76,212,1,1,0.97586
3,4,1732,457,76,212,1,1,0.96781
4,4,1731,457,76,212,1,1,0.95976
5,4,1730,457,76,211,1,1,0.95185
6,4,1730,457,75,211,1,1,0.95122
