1,1,912,484,97,109,0,7,1.0
2,1,912,484,97,109,0,7,1.0
1,2,1338,418,167,379,1,1,1.0
2,2,1342,417,168,380,1,1,1.0
1,3,586,447,85,263,1,1,1.0
2,3,586,446,85,264,1,1,1.0
1,4,1585,-1,336,578,0,9,0.98153
2,4,1585,-1,336,578,0,9,0.97777
1,5,1163,441,33,89,0,8,1.0
2,5,1163,441,33,89,0,8,1.0
1,6,1308,431,34,118,0,8,0.85714
2,6,1308,431,34,118,0,8,0.97143
1,8,1416,431,184,336,1,1,0.51351
2,8,1422,431,183,337,1,1,0.5163
1,9,1056,484,36,110,1,1,0.94595
2,9,1055,483,36,110,1,1,0.94643
1,10,1091,484,31,115,1,1,1.0
2,10,1090,484,32,114,1,1,1.0
1,11,734,487,29,68,0,2,0.31884
2,11,733,487,30,68,0,2,0.31884
1,12,679,492,53,105,0,2,0.30573
2,12,679,492,52,105,0,2,0.29263
1,13,738,458,27,75,0,2,0.3985
2,13,737,457,27,75,0,2,0.40273
1,14,1255,447,33,100,1,1,1.0
2,14,1255,447,33,100,1,1,1.0
1,15,1016,430,40,116,1,1,0.98687
2,15,1015,430,40,116,1,1,0.98666
1,17,1101,441,38,108,1,1,0.65843
2,17,1100,440,38,108,1,1,0.64832
1,18,935,436,42,114,1,1,0.41739
2,18,934,435,42,114,1,1,0.42609
1,19,442,446,105,283,1,1,1.0
2,19,442,446,107,282,1,1,1.0
1,20,636,458,61,187,1,1,0.41935
2,20,636,458,61,187,1,1,0.41935
1,21,1364,434,51,124,1,1,0.0
2,21,1365,434,52,124,1,1,0.0
1,22,1478,434,63,124,1,1,0.0
2,22,1480,433,62,125,1,1,0.0
1,23,473,460,89,249,1,1,0.16667
2,23,473,460,89,249,1,1,0.14444
1,24,835,473,52,75,0,7,1.0
2,24,835,473,52,75,0,7,1.0
1,25,796,476,55,60,0,7,0.69643
2,25,796,476,55,60,0,7,0.69643
1,26,548,465,35,93,1,1,0.52778
2,26,547,464,35,93,1,1,0.52778
1,30,376,446,41,104,0,7,1.0
2,30,375,446,41,104,0,7,1.0
1,31,418,459,40,84,1,1,0.58537
2,31,418,459,40,84,1,1,0.58537
1,36,582,456,35,133,1,1,0.11111
2,36,582,455,34,134,1,1,0.11429
1,39,972,456,32,77,1,1,0.29371
2,39,972,456,32,77,1,1,0.30458
1,46,693,462,20,67,0,7,0.32633
2,46,693,462,21,67,0,7,0.29078
1,47,713,478,19,57,0,7,0.24138
2,47,712,477,20,57,0,7,0.27258
1,50,734,505,31,44,0,4,0.0055556
2,50,733,504,31,45,0,4,0.0033967
1,51,911,408,26,129,0,9,0.55897
2,51,910,408,26,129,0,9,0.5735
1,52,730,509,37,60,0,4,0.92105
2,52,730,509,37,60,0,4,0.94737
1,53,679,528,46,79,0,4,0.59574
2,53,679,528,46,79,0,4,0.59574
1,66,1004,454,18,61,0,7,0.44482
2,66,1003,453,18,61,0,7,0.39983
1,68,578,432,20,43,1,1,0.45779
2,68,578,431,20,43,1,1,0.45779
1,69,596,429,18,42,1,1,0.36353
2,69,595,428,18,42,1,1,0.34517
1,70,1036,453,25,67,1,1,0.08767
2,70,1035,452,25,67,1,1,0.08767
1,72,663,451,34,86,1,1,0.05977
2,72,664,451,34,85,1,1,0.074086
