1,1,1376,485,37,28,0,11,1.0
1,2,1371,518,33,95,1,1,0.67647
1,3,1391,474,10,148,0,10,0.80537
1,4,1477,519,38,76,1,1,1.0
1,5,1521,568,52,109,1,1,1.0
1,6,1609,558,57,118,1,1,1.0
1,7,1445,511,33,78,1,1,0.94713
1,8,-13,662,64,224,1,1,0.78462
1,9,122,711,49,97,1,1,1.0
1,10,195,575,46,154,1,1,1.0
1,11,273,585,46,148,1,1,0.76596
1,12,264,495,19,297,0,10,1.0
1,13,504,549,34,93,1,1,1.0
1,14,543,548,31,95,1,1,1.0
1,15,652,528,27,70,1,1,1.0
1,16,637,536,22,58,1,1,0.65217
1,17,677,521,23,58,1,1,0.54167
1,29,954,548,81,63,0,3,1.0
1,30,1077,546,112,109,0,3,1.0
1,35,1072,494,16,29,1,1,1.0
1,36,623,520,21,70,1,1,0.71831
1,39,1183,490,13,35,1,1,0.72222
1,41,979,498,29,24,0,3,1.0
1,44,1268,492,17,36,1,1,0.64865
1,47,792,509,16,45,1,1,0.79156
1,49,828,513,16,42,1,1,1.0
1,50,776,508,15,46,1,1,0.46809
1,71,1455,496,15,43,1,1,0.34091
1,76,1107,539,95,79,0,3,0.21107
1,80,1163,516,130,57,0,3,0.81574
1,82,1019,487,28,15,0,3,1.0
1,85,909,478,41,44,0,3,1.0
1,100,1860,557,41,111,0,8,1.0
1,104,773,530,19,31,0,10,1.0
1,105,672,510,15,87,0,10,0.60227
1,116,806,503,9,51,0,10,0.73462
1,124,591,520,26,80,0,12,1.0
